Running Grok benchmark across 5k detections
[skip] proposer batch 046 -> data/batch_runs/grok_5k/patches_grok5k_batch_046.json
[skip] verifier batch 046 -> data/batch_runs/grok_5k/verified_grok5k_batch_046.json
[skip] proposer batch 047 -> data/batch_runs/grok_5k/patches_grok5k_batch_047.json
[skip] verifier batch 047 -> data/batch_runs/grok_5k/verified_grok5k_batch_047.json
[skip] proposer batch 048 -> data/batch_runs/grok_5k/patches_grok5k_batch_048.json
[skip] verifier batch 048 -> data/batch_runs/grok_5k/verified_grok5k_batch_048.json
[skip] proposer batch 049 -> data/batch_runs/grok_5k/patches_grok5k_batch_049.json
[skip] verifier batch 049 -> data/batch_runs/grok_5k/verified_grok5k_batch_049.json
[skip] proposer batch 050 -> data/batch_runs/grok_5k/patches_grok5k_batch_050.json
[skip] verifier batch 050 -> data/batch_runs/grok_5k/verified_grok5k_batch_050.json
[skip] proposer batch 051 -> data/batch_runs/grok_5k/patches_grok5k_batch_051.json
[skip] verifier batch 051 -> data/batch_runs/grok_5k/verified_grok5k_batch_051.json
[skip] proposer batch 052 -> data/batch_runs/grok_5k/patches_grok5k_batch_052.json
[skip] verifier batch 052 -> data/batch_runs/grok_5k/verified_grok5k_batch_052.json
[skip] proposer batch 053 -> data/batch_runs/grok_5k/patches_grok5k_batch_053.json
[skip] verifier batch 053 -> data/batch_runs/grok_5k/verified_grok5k_batch_053.json
[skip] proposer batch 054 -> data/batch_runs/grok_5k/patches_grok5k_batch_054.json
[skip] verifier batch 054 -> data/batch_runs/grok_5k/verified_grok5k_batch_054.json
[skip] proposer batch 055 -> data/batch_runs/grok_5k/patches_grok5k_batch_055.json
[skip] verifier batch 055 -> data/batch_runs/grok_5k/verified_grok5k_batch_055.json
[skip] proposer batch 056 -> data/batch_runs/grok_5k/patches_grok5k_batch_056.json
[skip] verifier batch 056 -> data/batch_runs/grok_5k/verified_grok5k_batch_056.json
[skip] proposer batch 057 -> data/batch_runs/grok_5k/patches_grok5k_batch_057.json
[skip] verifier batch 057 -> data/batch_runs/grok_5k/verified_grok5k_batch_057.json
[skip] proposer batch 058 -> data/batch_runs/grok_5k/patches_grok5k_batch_058.json
[skip] verifier batch 058 -> data/batch_runs/grok_5k/verified_grok5k_batch_058.json
[skip] proposer batch 059 -> data/batch_runs/grok_5k/patches_grok5k_batch_059.json
[skip] verifier batch 059 -> data/batch_runs/grok_5k/verified_grok5k_batch_059.json
[skip] proposer batch 060 -> data/batch_runs/grok_5k/patches_grok5k_batch_060.json
[skip] verifier batch 060 -> data/batch_runs/grok_5k/verified_grok5k_batch_060.json
[skip] proposer batch 061 -> data/batch_runs/grok_5k/patches_grok5k_batch_061.json
[skip] verifier batch 061 -> data/batch_runs/grok_5k/verified_grok5k_batch_061.json
[skip] proposer batch 062 -> data/batch_runs/grok_5k/patches_grok5k_batch_062.json
[skip] verifier batch 062 -> data/batch_runs/grok_5k/verified_grok5k_batch_062.json
[skip] proposer batch 063 -> data/batch_runs/grok_5k/patches_grok5k_batch_063.json
[skip] verifier batch 063 -> data/batch_runs/grok_5k/verified_grok5k_batch_063.json
[skip] proposer batch 064 -> data/batch_runs/grok_5k/patches_grok5k_batch_064.json
[skip] verifier batch 064 -> data/batch_runs/grok_5k/verified_grok5k_batch_064.json
[skip] proposer batch 065 -> data/batch_runs/grok_5k/patches_grok5k_batch_065.json
[skip] verifier batch 065 -> data/batch_runs/grok_5k/verified_grok5k_batch_065.json
[skip] proposer batch 066 -> data/batch_runs/grok_5k/patches_grok5k_batch_066.json
[skip] verifier batch 066 -> data/batch_runs/grok_5k/verified_grok5k_batch_066.json
[skip] proposer batch 067 -> data/batch_runs/grok_5k/patches_grok5k_batch_067.json
[skip] verifier batch 067 -> data/batch_runs/grok_5k/verified_grok5k_batch_067.json
[skip] proposer batch 068 -> data/batch_runs/grok_5k/patches_grok5k_batch_068.json
[skip] verifier batch 068 -> data/batch_runs/grok_5k/verified_grok5k_batch_068.json
[skip] proposer batch 069 -> data/batch_runs/grok_5k/patches_grok5k_batch_069.json
[skip] verifier batch 069 -> data/batch_runs/grok_5k/verified_grok5k_batch_069.json
[skip] proposer batch 070 -> data/batch_runs/grok_5k/patches_grok5k_batch_070.json
[skip] verifier batch 070 -> data/batch_runs/grok_5k/verified_grok5k_batch_070.json
[skip] proposer batch 071 -> data/batch_runs/grok_5k/patches_grok5k_batch_071.json
[skip] verifier batch 071 -> data/batch_runs/grok_5k/verified_grok5k_batch_071.json
[skip] proposer batch 072 -> data/batch_runs/grok_5k/patches_grok5k_batch_072.json
[skip] verifier batch 072 -> data/batch_runs/grok_5k/verified_grok5k_batch_072.json
[skip] proposer batch 073 -> data/batch_runs/grok_5k/patches_grok5k_batch_073.json
[skip] verifier batch 073 -> data/batch_runs/grok_5k/verified_grok5k_batch_073.json
[skip] proposer batch 074 -> data/batch_runs/grok_5k/patches_grok5k_batch_074.json
[skip] verifier batch 074 -> data/batch_runs/grok_5k/verified_grok5k_batch_074.json
[skip] proposer batch 075 -> data/batch_runs/grok_5k/patches_grok5k_batch_075.json
[skip] verifier batch 075 -> data/batch_runs/grok_5k/verified_grok5k_batch_075.json
[skip] proposer batch 076 -> data/batch_runs/grok_5k/patches_grok5k_batch_076.json
[skip] verifier batch 076 -> data/batch_runs/grok_5k/verified_grok5k_batch_076.json
[skip] proposer batch 077 -> data/batch_runs/grok_5k/patches_grok5k_batch_077.json
[skip] verifier batch 077 -> data/batch_runs/grok_5k/verified_grok5k_batch_077.json
[skip] proposer batch 078 -> data/batch_runs/grok_5k/patches_grok5k_batch_078.json
[skip] verifier batch 078 -> data/batch_runs/grok_5k/verified_grok5k_batch_078.json
[skip] proposer batch 079 -> data/batch_runs/grok_5k/patches_grok5k_batch_079.json
[skip] verifier batch 079 -> data/batch_runs/grok_5k/verified_grok5k_batch_079.json
[skip] proposer batch 080 -> data/batch_runs/grok_5k/patches_grok5k_batch_080.json
[skip] verifier batch 080 -> data/batch_runs/grok_5k/verified_grok5k_batch_080.json
[skip] proposer batch 081 -> data/batch_runs/grok_5k/patches_grok5k_batch_081.json
[skip] verifier batch 081 -> data/batch_runs/grok_5k/verified_grok5k_batch_081.json
[skip] proposer batch 082 -> data/batch_runs/grok_5k/patches_grok5k_batch_082.json
[skip] verifier batch 082 -> data/batch_runs/grok_5k/verified_grok5k_batch_082.json
[skip] proposer batch 083 -> data/batch_runs/grok_5k/patches_grok5k_batch_083.json
[skip] verifier batch 083 -> data/batch_runs/grok_5k/verified_grok5k_batch_083.json
[skip] proposer batch 084 -> data/batch_runs/grok_5k/patches_grok5k_batch_084.json
[skip] verifier batch 084 -> data/batch_runs/grok_5k/verified_grok5k_batch_084.json
[skip] proposer batch 085 -> data/batch_runs/grok_5k/patches_grok5k_batch_085.json
[skip] verifier batch 085 -> data/batch_runs/grok_5k/verified_grok5k_batch_085.json
[skip] proposer batch 086 -> data/batch_runs/grok_5k/patches_grok5k_batch_086.json
[skip] verifier batch 086 -> data/batch_runs/grok_5k/verified_grok5k_batch_086.json
[skip] proposer batch 087 -> data/batch_runs/grok_5k/patches_grok5k_batch_087.json
[skip] verifier batch 087 -> data/batch_runs/grok_5k/verified_grok5k_batch_087.json
[skip] proposer batch 088 -> data/batch_runs/grok_5k/patches_grok5k_batch_088.json
[skip] verifier batch 088 -> data/batch_runs/grok_5k/verified_grok5k_batch_088.json
[skip] proposer batch 089 -> data/batch_runs/grok_5k/patches_grok5k_batch_089.json
[skip] verifier batch 089 -> data/batch_runs/grok_5k/verified_grok5k_batch_089.json
[skip] proposer batch 090 -> data/batch_runs/grok_5k/patches_grok5k_batch_090.json
[skip] verifier batch 090 -> data/batch_runs/grok_5k/verified_grok5k_batch_090.json
[skip] proposer batch 091 -> data/batch_runs/grok_5k/patches_grok5k_batch_091.json
[skip] verifier batch 091 -> data/batch_runs/grok_5k/verified_grok5k_batch_091.json
[skip] proposer batch 092 -> data/batch_runs/grok_5k/patches_grok5k_batch_092.json
[skip] verifier batch 092 -> data/batch_runs/grok_5k/verified_grok5k_batch_092.json
[skip] proposer batch 093 -> data/batch_runs/grok_5k/patches_grok5k_batch_093.json
[skip] verifier batch 093 -> data/batch_runs/grok_5k/verified_grok5k_batch_093.json
[skip] proposer batch 094 -> data/batch_runs/grok_5k/patches_grok5k_batch_094.json
[skip] verifier batch 094 -> data/batch_runs/grok_5k/verified_grok5k_batch_094.json
[skip] proposer batch 095 -> data/batch_runs/grok_5k/patches_grok5k_batch_095.json
[skip] verifier batch 095 -> data/batch_runs/grok_5k/verified_grok5k_batch_095.json
[skip] proposer batch 096 -> data/batch_runs/grok_5k/patches_grok5k_batch_096.json
[skip] verifier batch 096 -> data/batch_runs/grok_5k/verified_grok5k_batch_096.json
[skip] proposer batch 097 -> data/batch_runs/grok_5k/patches_grok5k_batch_097.json
[skip] verifier batch 097 -> data/batch_runs/grok_5k/verified_grok5k_batch_097.json
[skip] proposer batch 098 -> data/batch_runs/grok_5k/patches_grok5k_batch_098.json
[skip] verifier batch 098 -> data/batch_runs/grok_5k/verified_grok5k_batch_098.json
[skip] proposer batch 099 -> data/batch_runs/grok_5k/patches_grok5k_batch_099.json
[skip] verifier batch 099 -> data/batch_runs/grok_5k/verified_grok5k_batch_099.json
[skip] proposer batch 100 -> data/batch_runs/grok_5k/patches_grok5k_batch_100.json
[skip] verifier batch 100 -> data/batch_runs/grok_5k/verified_grok5k_batch_100.json
[skip] proposer batch 101 -> data/batch_runs/grok_5k/patches_grok5k_batch_101.json
[skip] verifier batch 101 -> data/batch_runs/grok_5k/verified_grok5k_batch_101.json
[skip] proposer batch 102 -> data/batch_runs/grok_5k/patches_grok5k_batch_102.json
[skip] verifier batch 102 -> data/batch_runs/grok_5k/verified_grok5k_batch_102.json
[skip] proposer batch 103 -> data/batch_runs/grok_5k/patches_grok5k_batch_103.json
[skip] verifier batch 103 -> data/batch_runs/grok_5k/verified_grok5k_batch_103.json
[skip] proposer batch 104 -> data/batch_runs/grok_5k/patches_grok5k_batch_104.json
[skip] verifier batch 104 -> data/batch_runs/grok_5k/verified_grok5k_batch_104.json
[skip] proposer batch 105 -> data/batch_runs/grok_5k/patches_grok5k_batch_105.json
[skip] verifier batch 105 -> data/batch_runs/grok_5k/verified_grok5k_batch_105.json
[skip] proposer batch 106 -> data/batch_runs/grok_5k/patches_grok5k_batch_106.json
[skip] verifier batch 106 -> data/batch_runs/grok_5k/verified_grok5k_batch_106.json
[skip] proposer batch 107 -> data/batch_runs/grok_5k/patches_grok5k_batch_107.json
[skip] verifier batch 107 -> data/batch_runs/grok_5k/verified_grok5k_batch_107.json
[skip] proposer batch 108 -> data/batch_runs/grok_5k/patches_grok5k_batch_108.json
[skip] verifier batch 108 -> data/batch_runs/grok_5k/verified_grok5k_batch_108.json
[skip] proposer batch 109 -> data/batch_runs/grok_5k/patches_grok5k_batch_109.json
[skip] verifier batch 109 -> data/batch_runs/grok_5k/verified_grok5k_batch_109.json
[skip] proposer batch 110 -> data/batch_runs/grok_5k/patches_grok5k_batch_110.json
[skip] verifier batch 110 -> data/batch_runs/grok_5k/verified_grok5k_batch_110.json
[skip] proposer batch 111 -> data/batch_runs/grok_5k/patches_grok5k_batch_111.json
[skip] verifier batch 111 -> data/batch_runs/grok_5k/verified_grok5k_batch_111.json
[skip] proposer batch 112 -> data/batch_runs/grok_5k/patches_grok5k_batch_112.json
[skip] verifier batch 112 -> data/batch_runs/grok_5k/verified_grok5k_batch_112.json
[skip] proposer batch 113 -> data/batch_runs/grok_5k/patches_grok5k_batch_113.json
[skip] verifier batch 113 -> data/batch_runs/grok_5k/verified_grok5k_batch_113.json
[skip] proposer batch 114 -> data/batch_runs/grok_5k/patches_grok5k_batch_114.json
[skip] verifier batch 114 -> data/batch_runs/grok_5k/verified_grok5k_batch_114.json
[skip] proposer batch 115 -> data/batch_runs/grok_5k/patches_grok5k_batch_115.json
[skip] verifier batch 115 -> data/batch_runs/grok_5k/verified_grok5k_batch_115.json
[skip] proposer batch 116 -> data/batch_runs/grok_5k/patches_grok5k_batch_116.json
[skip] verifier batch 116 -> data/batch_runs/grok_5k/verified_grok5k_batch_116.json
[skip] proposer batch 117 -> data/batch_runs/grok_5k/patches_grok5k_batch_117.json
[skip] verifier batch 117 -> data/batch_runs/grok_5k/verified_grok5k_batch_117.json
[skip] proposer batch 118 -> data/batch_runs/grok_5k/patches_grok5k_batch_118.json
[skip] verifier batch 118 -> data/batch_runs/grok_5k/verified_grok5k_batch_118.json
[skip] proposer batch 119 -> data/batch_runs/grok_5k/patches_grok5k_batch_119.json
[skip] verifier batch 119 -> data/batch_runs/grok_5k/verified_grok5k_batch_119.json
[skip] proposer batch 120 -> data/batch_runs/grok_5k/patches_grok5k_batch_120.json
[skip] verifier batch 120 -> data/batch_runs/grok_5k/verified_grok5k_batch_120.json
[skip] proposer batch 121 -> data/batch_runs/grok_5k/patches_grok5k_batch_121.json
[skip] verifier batch 121 -> data/batch_runs/grok_5k/verified_grok5k_batch_121.json
[skip] proposer batch 122 -> data/batch_runs/grok_5k/patches_grok5k_batch_122.json
[skip] verifier batch 122 -> data/batch_runs/grok_5k/verified_grok5k_batch_122.json
[skip] proposer batch 123 -> data/batch_runs/grok_5k/patches_grok5k_batch_123.json
[skip] verifier batch 123 -> data/batch_runs/grok_5k/verified_grok5k_batch_123.json
[skip] proposer batch 124 -> data/batch_runs/grok_5k/patches_grok5k_batch_124.json
[skip] verifier batch 124 -> data/batch_runs/grok_5k/verified_grok5k_batch_124.json
Merged 5000 records into data/batch_runs/grok_5k/detections_grok5k.json
Merged 5000 records into data/batch_runs/grok_5k/patches_grok5k.json
Merged 5000 records into data/batch_runs/grok_5k/verified_grok5k.json
{
  "detections": 5000,
  "patches": 5000,
  "verified": 5000,
  "accepted": 4426,
  "auto_fix_rate": 0.8852,
  "median_patch_ops": 9.0,
  "failed_policy": 23,
  "failed_schema": 568,
  "failed_safety": 16,
  "failed_rescan": 0,
  "model_usage": {
    "prompt_tokens": 4376199.0,
    "completion_tokens": 689779.0,
    "total_tokens": 11399926.0
  }
}
Verified entries  : 5000
Accepted           : 4426 (88.5%)
Rejected           : 574 (11.5%)

Top 10 failure reasons:
  - kubectl dry-run failed: 552 (96.2%)
  - can't remove a non-existent object 'clusterName': 16 (2.8%)
  - environment variable STANDARD_AUTHSERVICE_CERT_SECRET_NAME must use secretKeyRef: 2 (0.3%)
  - environment variable WILDCARD_ENDPOINT_CERT_SECRET must use secretKeyRef: 2 (0.3%)
  - environment variable PL_VIZIER_IMAGE_SECRET_FILE must use secretKeyRef: 1 (0.2%)
  - environment variable JX_SECRET_TMP_DIR must use secretKeyRef: 1 (0.2%)
  - environment variable AAA_SECRET_DATA_WITH_CM_ENV must use secretKeyRef: 1 (0.2%)
  - environment variable AWS_SECRET_ACCESS_KEY must use secretKeyRef: 1 (0.2%)
  - environment variable NEO4J_PASSWORD must use secretKeyRef: 1 (0.2%)
  - environment variable JWT_SECRET must use secretKeyRef: 1 (0.2%)

Kubectl dry-run failure details:
  - error: error when retrieving current configuration of:
Resource: "batch/v1, Resource=jobs", GroupVersionKind: "batch/v1, Kind=Job"
Name: "", Namespace: "default"
from server for: "STDIN": resource name may not be empty: 30
  - error: error when retrieving current configuration of:
Resource: "batch/v1, Resource=jobs", GroupVersionKind: "batch/v1, Kind=Job"
Name: "", Namespace: "litmus"
from server for: "STDIN": resource name may not be empty: 21
  - error: error when retrieving current configuration of:
Resource: "/v1, Resource=pods", GroupVersionKind: "/v1, Kind=Pod"
Name: "", Namespace: "default"
from server for: "STDIN": resource name may not be empty: 20
  - The ReplicationController "zulip-1" is invalid: 
* spec.template.spec.containers[0].resources.requests: Invalid value: "100m": must be less than or equal to cpu limit of 50m
* spec.template.spec.containers[1].resources.requests: Invalid value: "100m": must be less than or equal to cpu limit of 75m
* spec.template.spec.containers[2].resources.requests: Invalid value: "100m": must be less than or equal to cpu limit of 75m
* spec.template.spec.containers[3].resources.requests: Invalid value: "100m": must be less than or equal to cpu limit of 80m: 18
  - Error from server (BadRequest): error when creating "STDIN": ReplicaSet in version "v1" cannot be handled as a ReplicaSet: strict decoding error: unknown field "spec.template.spec.volumes[0].ephemeral.volumeClaimTemplate.metadata.clusterName": 14
  - The StatefulSet "mysql" is invalid: 
* spec.template.spec.containers[0].volumeMounts[0].name: Not found: "data"
* spec.template.spec.containers[0].resources.requests: Invalid value: "1Gi": must be less than or equal to memory limit of 256Mi
* spec.template.spec.containers[1].volumeMounts[0].name: Not found: "data"
* spec.template.spec.initContainers[1].volumeMounts[0].name: Not found: "data": 14
  - Error from server (BadRequest): error when creating "STDIN": Deployment in version "v1" cannot be handled as a Deployment: strict decoding error: unknown field "spec.template.spec.securityContext.allowPrivilegeEscalation": 12
  - The Deployment "testground-daemon" is invalid: spec.template.spec.containers[1].resources.requests: Invalid value: "2": must be less than or equal to cpu limit of 500m: 12
  - The CronJob "tf-r2.4.0-keras-api-custom-layers-v2-32" is invalid: spec.jobTemplate.spec.template.spec.containers[1].resources.requests: Invalid value: "20G": must be less than or equal to memory limit of 256Mi: 11
  - The CronJob "tf-nightly-retinanet-func-v3-8" is invalid: spec.jobTemplate.spec.template.spec.containers[1].resources.requests: Invalid value: "20G": must be less than or equal to memory limit of 256Mi: 11

Failures by policy:
  - no-read-only-root-fs: 153 fails out of 1202 (87.3% acceptance)
  - run-as-non-root: 123 fails out of 1111 (88.9% acceptance)
  - unset-memory-requirements: 117 fails out of 1035 (88.7% acceptance)
  - unset-cpu-requirements: 100 fails out of 1002 (90.0% acceptance)
  - latest-tag: 48 fails out of 509 (90.6% acceptance)
  - env-var-secret: 17 fails out of 33 (48.5% acceptance)
  - privilege-escalation-container: 12 fails out of 64 (81.2% acceptance)
  - privileged-container: 8 fails out of 48 (83.3% acceptance)

Noisiest manifests (failures):
  - data/manifests/the_stack_sample/sample_1748.yaml: 21
  - data/manifests/the_stack_sample/sample_1408.yaml: 16
  - data/manifests/the_stack_sample/sample_0664.yaml: 15
  - data/manifests/the_stack_sample/sample_1052.yaml: 14
  - data/manifests/the_stack_sample/sample_2206.yaml: 14
  - data/manifests/the_stack_sample/sample_1816.yaml: 12
  - data/manifests/the_stack_sample/sample_0106.yaml: 11
  - data/manifests/the_stack_sample/sample_0309.yaml: 11
  - data/manifests/the_stack_sample/sample_0644.yaml: 11
  - data/manifests/the_stack_sample/sample_1076.yaml: 11

Successes by policy:
  - no-read-only-root-fs: 1049/1202 accepted (87.3%)
  - run-as-non-root: 988/1111 accepted (88.9%)
  - unset-memory-requirements: 918/1035 accepted (88.7%)
  - unset-cpu-requirements: 902/1002 accepted (90.0%)
  - latest-tag: 461/509 accepted (90.6%)
  - privilege-escalation-container: 52/64 accepted (81.2%)
  - privileged-container: 40/48 accepted (83.3%)
  - env-var-secret: 16/33 accepted (48.5%)
Grok 5k acceptance rate: 88.52% (threshold 75.00%)
This is pdfTeX, Version 3.141592653-2.6-1.40.27 (TeX Live 2025) (preloaded format=pdflatex)
 restricted \write18 enabled.
entering extended mode
(./access.tex
LaTeX2e <2024-11-01> patch level 2
L3 programming layer <2025-01-18>
(./ieeeaccess.cls (./IEEEtran.cls
Document Class: IEEEtran 2015/08/26 V1.8b by Michael Shell
-- See the "IEEEtran_HOWTO" manual for usage information.
-- http://www.michaelshell.org/tex/ieeetran/
(/usr/local/texlive/2025basic/texmf-dist/tex/latex/psnfss/ot1ptm.fd)
-- Using 8.5in x 11in (letter) paper.
-- Using PDF output.
-- This is a 10 point document.
) (./ifpdf.sty)
(/usr/local/texlive/2025basic/texmf-dist/tex/latex/xkeyval/xkeyval.sty
(/usr/local/texlive/2025basic/texmf-dist/tex/generic/xkeyval/xkeyval.tex
(/usr/local/texlive/2025basic/texmf-dist/tex/generic/xkeyval/xkvutils.tex
